,qnum,orig_label,question,prompt,response,total,dem,ind,rep
166,37,5N,Guilty or Not Guilty - Criminal Trials — Elizabeth Holmes being charged with defrauding investors,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Totals,100,101,100,100
167,38,5O,Guilty or Not Guilty - Criminal Trials — Chelsea Manning being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not guilty,8,12,6,6
168,38,5O,Guilty or Not Guilty - Criminal Trials — Chelsea Manning being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Guilty,39,40,35,41
169,38,5O,Guilty or Not Guilty - Criminal Trials — Chelsea Manning being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not sure,18,18,16,20
170,38,5O,Guilty or Not Guilty - Criminal Trials — Chelsea Manning being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",the case,36,30,43,33
171,38,5O,Guilty or Not Guilty - Criminal Trials — Chelsea Manning being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Totals,101,100,100,100
172,39,5P,Guilty or Not Guilty - Criminal Trials — Paul Manafort being charged with tax evasion and bank fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not guilty,10,6,7,17
173,39,5P,Guilty or Not Guilty - Criminal Trials — Paul Manafort being charged with tax evasion and bank fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Guilty,35,51,29,26
174,39,5P,Guilty or Not Guilty - Criminal Trials — Paul Manafort being charged with tax evasion and bank fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not sure,15,10,15,20
175,39,5P,Guilty or Not Guilty - Criminal Trials — Paul Manafort being charged with tax evasion and bank fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",the case,40,33,48,37
176,39,5P,Guilty or Not Guilty - Criminal Trials — Paul Manafort being charged with tax evasion and bank fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Totals,100,100,99,100
177,40,5Q,Guilty or Not Guilty - Criminal Trials — Julian Assange being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not guilty,16,12,16,21
178,40,5Q,Guilty or Not Guilty - Criminal Trials — Julian Assange being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Guilty,35,45,31,30
179,40,5Q,Guilty or Not Guilty - Criminal Trials — Julian Assange being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not sure,17,17,17,17
180,40,5Q,Guilty or Not Guilty - Criminal Trials — Julian Assange being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",the case,31,25,36,31
181,40,5Q,Guilty or Not Guilty - Criminal Trials — Julian Assange being charged with espionage for leaking classified documents,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Totals,99,99,100,99
182,41,5R,Guilty or Not Guilty - Criminal Trials — Charles Kushner being charged with tax evasion and witness tampering,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not guilty,6,5,5,9
183,41,5R,Guilty or Not Guilty - Criminal Trials — Charles Kushner being charged with tax evasion and witness tampering,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Guilty,32,51,23,25
184,41,5R,Guilty or Not Guilty - Criminal Trials — Charles Kushner being charged with tax evasion and witness tampering,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not sure,18,10,20,22
185,41,5R,Guilty or Not Guilty - Criminal Trials — Charles Kushner being charged with tax evasion and witness tampering,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",the case,44,33,52,44
186,41,5R,Guilty or Not Guilty - Criminal Trials — Charles Kushner being charged with tax evasion and witness tampering,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Totals,100,99,100,100
187,42,5S,"Guilty or Not Guilty - Criminal Trials — Kyle Rittenhouse being charged with murder during unrest in Kenosha, Wisconsin","Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not guilty,24,7,25,39
188,42,5S,"Guilty or Not Guilty - Criminal Trials — Kyle Rittenhouse being charged with murder during unrest in Kenosha, Wisconsin","Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Guilty,32,55,28,14
189,42,5S,"Guilty or Not Guilty - Criminal Trials — Kyle Rittenhouse being charged with murder during unrest in Kenosha, Wisconsin","Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not sure,10,10,7,13
190,42,5S,"Guilty or Not Guilty - Criminal Trials — Kyle Rittenhouse being charged with murder during unrest in Kenosha, Wisconsin","Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",the case,34,28,39,34
191,42,5S,"Guilty or Not Guilty - Criminal Trials — Kyle Rittenhouse being charged with murder during unrest in Kenosha, Wisconsin","Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Totals,100,100,99,100
192,43,5T,Guilty or Not Guilty - Criminal Trials — Dinesh D’Souza being charged with campaign finance fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not guilty,11,4,11,18
193,43,5T,Guilty or Not Guilty - Criminal Trials — Dinesh D’Souza being charged with campaign finance fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Guilty,23,36,17,18
194,43,5T,Guilty or Not Guilty - Criminal Trials — Dinesh D’Souza being charged with campaign finance fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Not sure,16,17,16,17
195,43,5T,Guilty or Not Guilty - Criminal Trials — Dinesh D’Souza being charged with campaign finance fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",the case,49,43,56,47
196,43,5T,Guilty or Not Guilty - Criminal Trials — Dinesh D’Souza being charged with campaign finance fraud,"Regardless of the verdict, do you think the following are guilty or not guilty of the crimes they were charged with?",Totals,99,100,100,100
