,qnum,orig_label,question,prompt,response,total,dem,ind,rep
146,25,1Y,Encourage or Discourage Careers for Hypothetical Son — Day care worker,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Somewhat discourage,24,21,24,26
147,25,1Y,Encourage or Discourage Careers for Hypothetical Son — Day care worker,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Strongly discourage,17,13,17,21
148,25,1Y,Encourage or Discourage Careers for Hypothetical Son — Day care worker,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Not sure,12,14,13,10
149,25,1Y,Encourage or Discourage Careers for Hypothetical Son — Day care worker,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Totals,100,100,101,100
150,26,1Z,Encourage or Discourage Careers for Hypothetical Son — Politician,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Strongly encourage,15,19,13,13
151,26,1Z,Encourage or Discourage Careers for Hypothetical Son — Politician,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Somewhat encourage,25,31,23,20
152,26,1Z,Encourage or Discourage Careers for Hypothetical Son — Politician,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Somewhat discourage,20,19,15,26
153,26,1Z,Encourage or Discourage Careers for Hypothetical Son — Politician,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Strongly discourage,30,20,37,33
154,26,1Z,Encourage or Discourage Careers for Hypothetical Son — Politician,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Not sure,10,11,12,7
155,26,1Z,Encourage or Discourage Careers for Hypothetical Son — Politician,"Imagine you are the parent of a teenage son who is starting to consider what he wants to be in the future. If your son asked for your advice, would you",Totals,100,100,100,99
156,27,2A,Encourage or Discourage Careers for Hypothetical Daughter — Doctor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,64,69,58,65
157,27,2A,Encourage or Discourage Careers for Hypothetical Daughter — Doctor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,28,25,30,28
158,27,2A,Encourage or Discourage Careers for Hypothetical Daughter — Doctor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,2,2,1,3
159,27,2A,Encourage or Discourage Careers for Hypothetical Daughter — Doctor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,2,1,2,2
160,27,2A,Encourage or Discourage Careers for Hypothetical Daughter — Doctor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,5,3,8,1
161,27,2A,Encourage or Discourage Careers for Hypothetical Daughter — Doctor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,101,100,99,99
162,28,2B,Encourage or Discourage Careers for Hypothetical Daughter — Engineer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,60,66,57,57
163,28,2B,Encourage or Discourage Careers for Hypothetical Daughter — Engineer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,31,28,29,37
164,28,2B,Encourage or Discourage Careers for Hypothetical Daughter — Engineer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,3,1,4,4
165,28,2B,Encourage or Discourage Careers for Hypothetical Daughter — Engineer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,1,2,1,1
166,28,2B,Encourage or Discourage Careers for Hypothetical Daughter — Engineer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,5,2,10,1
167,28,2B,Encourage or Discourage Careers for Hypothetical Daughter — Engineer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,99,101,100
168,29,2C,Encourage or Discourage Careers for Hypothetical Daughter — Nurse,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,58,60,56,59
169,29,2C,Encourage or Discourage Careers for Hypothetical Daughter — Nurse,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,33,33,31,34
170,29,2C,Encourage or Discourage Careers for Hypothetical Daughter — Nurse,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,3,3,3,3
171,29,2C,Encourage or Discourage Careers for Hypothetical Daughter — Nurse,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,1,0,2,1
172,29,2C,Encourage or Discourage Careers for Hypothetical Daughter — Nurse,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,5,3,7,3
173,29,2C,Encourage or Discourage Careers for Hypothetical Daughter — Nurse,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,99,99,100
174,30,2D,Encourage or Discourage Careers for Hypothetical Daughter — Scientist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,58,64,58,52
175,30,2D,Encourage or Discourage Careers for Hypothetical Daughter — Scientist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,32,26,29,39
176,30,2D,Encourage or Discourage Careers for Hypothetical Daughter — Scientist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,3,3,3,4
177,30,2D,Encourage or Discourage Careers for Hypothetical Daughter — Scientist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,2,2,2,3
178,30,2D,Encourage or Discourage Careers for Hypothetical Daughter — Scientist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,5,5,8,2
179,30,2D,Encourage or Discourage Careers for Hypothetical Daughter — Scientist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,100,100,100
180,31,2E,Encourage or Discourage Careers for Hypothetical Daughter — Computer programmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,55,59,53,54
181,31,2E,Encourage or Discourage Careers for Hypothetical Daughter — Computer programmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,34,32,37,34
182,31,2E,Encourage or Discourage Careers for Hypothetical Daughter — Computer programmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,4,6,2,4
183,31,2E,Encourage or Discourage Careers for Hypothetical Daughter — Computer programmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,1,1,1,2
184,31,2E,Encourage or Discourage Careers for Hypothetical Daughter — Computer programmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,5,3,7,6
185,31,2E,Encourage or Discourage Careers for Hypothetical Daughter — Computer programmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,99,101,100,100
186,32,2F,Encourage or Discourage Careers for Hypothetical Daughter — Lawyer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,49,57,45,48
187,32,2F,Encourage or Discourage Careers for Hypothetical Daughter — Lawyer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,33,31,36,32
188,32,2F,Encourage or Discourage Careers for Hypothetical Daughter — Lawyer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,7,6,6,8
189,32,2F,Encourage or Discourage Careers for Hypothetical Daughter — Lawyer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,4,3,2,7
190,32,2F,Encourage or Discourage Careers for Hypothetical Daughter — Lawyer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,7,3,11,5
191,32,2F,Encourage or Discourage Careers for Hypothetical Daughter — Lawyer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,100,100,100
192,33,2G,Encourage or Discourage Careers for Hypothetical Daughter — Physics professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,47,51,48,41
193,33,2G,Encourage or Discourage Careers for Hypothetical Daughter — Physics professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,35,36,33,36
194,33,2G,Encourage or Discourage Careers for Hypothetical Daughter — Physics professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,6,6,5,7
195,33,2G,Encourage or Discourage Careers for Hypothetical Daughter — Physics professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,4,2,3,7
196,33,2G,Encourage or Discourage Careers for Hypothetical Daughter — Physics professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,9,6,11,9
197,33,2G,Encourage or Discourage Careers for Hypothetical Daughter — Physics professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,101,101,100,100
198,34,2H,Encourage or Discourage Careers for Hypothetical Daughter — Chef,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,41,43,42,40
199,34,2H,Encourage or Discourage Careers for Hypothetical Daughter — Chef,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,42,40,42,45
200,34,2H,Encourage or Discourage Careers for Hypothetical Daughter — Chef,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,6,5,6,8
201,34,2H,Encourage or Discourage Careers for Hypothetical Daughter — Chef,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,3,5,2,3
202,34,2H,Encourage or Discourage Careers for Hypothetical Daughter — Chef,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,7,7,8,4
203,34,2H,Encourage or Discourage Careers for Hypothetical Daughter — Chef,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,99,100,100,100
204,35,2I,Encourage or Discourage Careers for Hypothetical Daughter — Teacher,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,38,47,35,34
205,35,2I,Encourage or Discourage Careers for Hypothetical Daughter — Teacher,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,40,37,40,43
206,35,2I,Encourage or Discourage Careers for Hypothetical Daughter — Teacher,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,10,6,10,13
207,35,2I,Encourage or Discourage Careers for Hypothetical Daughter — Teacher,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,5,4,4,6
208,35,2I,Encourage or Discourage Careers for Hypothetical Daughter — Teacher,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,7,7,11,4
209,35,2I,Encourage or Discourage Careers for Hypothetical Daughter — Teacher,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,101,100,100
210,36,2J,Encourage or Discourage Careers for Hypothetical Daughter — Journalist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,32,39,26,32
211,36,2J,Encourage or Discourage Careers for Hypothetical Daughter — Journalist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,40,39,42,38
212,36,2J,Encourage or Discourage Careers for Hypothetical Daughter — Journalist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,12,10,12,12
213,36,2J,Encourage or Discourage Careers for Hypothetical Daughter — Journalist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,9,5,9,13
214,36,2J,Encourage or Discourage Careers for Hypothetical Daughter — Journalist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,8,7,11,5
215,36,2J,Encourage or Discourage Careers for Hypothetical Daughter — Journalist,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,101,100,100,100
216,37,2K,Encourage or Discourage Careers for Hypothetical Daughter — Professional athlete,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,31,35,28,31
217,37,2K,Encourage or Discourage Careers for Hypothetical Daughter — Professional athlete,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,32,34,32,32
218,37,2K,Encourage or Discourage Careers for Hypothetical Daughter — Professional athlete,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,14,16,13,14
219,37,2K,Encourage or Discourage Careers for Hypothetical Daughter — Professional athlete,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,10,6,10,13
220,37,2K,Encourage or Discourage Careers for Hypothetical Daughter — Professional athlete,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,12,9,17,10
221,37,2K,Encourage or Discourage Careers for Hypothetical Daughter — Professional athlete,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,99,100,100,100
222,38,2L,Encourage or Discourage Careers for Hypothetical Daughter — Humanities professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,31,38,31,24
223,38,2L,Encourage or Discourage Careers for Hypothetical Daughter — Humanities professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,36,41,35,34
224,38,2L,Encourage or Discourage Careers for Hypothetical Daughter — Humanities professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,12,7,13,16
225,38,2L,Encourage or Discourage Careers for Hypothetical Daughter — Humanities professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,10,4,8,17
226,38,2L,Encourage or Discourage Careers for Hypothetical Daughter — Humanities professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,11,9,13,9
227,38,2L,Encourage or Discourage Careers for Hypothetical Daughter — Humanities professor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,99,100,100
228,39,2M,Encourage or Discourage Careers for Hypothetical Daughter — Social worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,29,40,26,24
229,39,2M,Encourage or Discourage Careers for Hypothetical Daughter — Social worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,38,45,36,33
230,39,2M,Encourage or Discourage Careers for Hypothetical Daughter — Social worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,13,6,14,18
231,39,2M,Encourage or Discourage Careers for Hypothetical Daughter — Social worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,11,3,12,16
232,39,2M,Encourage or Discourage Careers for Hypothetical Daughter — Social worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,10,5,12,10
233,39,2M,Encourage or Discourage Careers for Hypothetical Daughter — Social worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,101,99,100,101
234,40,2N,Encourage or Discourage Careers for Hypothetical Daughter — Stay-at-home parent,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,24,20,25,27
235,40,2N,Encourage or Discourage Careers for Hypothetical Daughter — Stay-at-home parent,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,29,26,28,32
236,40,2N,Encourage or Discourage Careers for Hypothetical Daughter — Stay-at-home parent,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,18,23,17,16
237,40,2N,Encourage or Discourage Careers for Hypothetical Daughter — Stay-at-home parent,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,13,16,12,12
238,40,2N,Encourage or Discourage Careers for Hypothetical Daughter — Stay-at-home parent,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,16,16,18,13
239,40,2N,Encourage or Discourage Careers for Hypothetical Daughter — Stay-at-home parent,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,101,100,100
240,41,2O,Encourage or Discourage Careers for Hypothetical Daughter — Farmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,23,21,25,24
241,41,2O,Encourage or Discourage Careers for Hypothetical Daughter — Farmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,41,42,38,43
242,41,2O,Encourage or Discourage Careers for Hypothetical Daughter — Farmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,15,17,15,12
243,41,2O,Encourage or Discourage Careers for Hypothetical Daughter — Farmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,10,10,9,11
244,41,2O,Encourage or Discourage Careers for Hypothetical Daughter — Farmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,11,11,12,9
245,41,2O,Encourage or Discourage Careers for Hypothetical Daughter — Farmer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,101,99,99
246,42,2P,Encourage or Discourage Careers for Hypothetical Daughter — Plumber,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,23,24,22,23
247,42,2P,Encourage or Discourage Careers for Hypothetical Daughter — Plumber,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,40,39,40,40
248,42,2P,Encourage or Discourage Careers for Hypothetical Daughter — Plumber,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,13,15,12,12
249,42,2P,Encourage or Discourage Careers for Hypothetical Daughter — Plumber,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,14,12,12,17
250,42,2P,Encourage or Discourage Careers for Hypothetical Daughter — Plumber,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,10,9,12,8
251,42,2P,Encourage or Discourage Careers for Hypothetical Daughter — Plumber,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,99,98,100
252,43,2Q,Encourage or Discourage Careers for Hypothetical Daughter — Military service member,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,22,19,20,28
253,43,2Q,Encourage or Discourage Careers for Hypothetical Daughter — Military service member,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,33,33,28,39
254,43,2Q,Encourage or Discourage Careers for Hypothetical Daughter — Military service member,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,18,20,19,14
255,43,2Q,Encourage or Discourage Careers for Hypothetical Daughter — Military service member,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,17,20,18,14
256,43,2Q,Encourage or Discourage Careers for Hypothetical Daughter — Military service member,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,10,8,14,5
257,43,2Q,Encourage or Discourage Careers for Hypothetical Daughter — Military service member,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,100,99,100
258,44,2R,Encourage or Discourage Careers for Hypothetical Daughter — Actor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,21,27,18,18
259,44,2R,Encourage or Discourage Careers for Hypothetical Daughter — Actor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,33,42,30,28
260,44,2R,Encourage or Discourage Careers for Hypothetical Daughter — Actor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,20,18,23,20
261,44,2R,Encourage or Discourage Careers for Hypothetical Daughter — Actor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,17,5,16,28
262,44,2R,Encourage or Discourage Careers for Hypothetical Daughter — Actor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,10,8,13,7
263,44,2R,Encourage or Discourage Careers for Hypothetical Daughter — Actor,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,101,100,100,101
264,45,2S,Encourage or Discourage Careers for Hypothetical Daughter — Police officer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,19,18,17,23
265,45,2S,Encourage or Discourage Careers for Hypothetical Daughter — Police officer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,33,29,36,32
266,45,2S,Encourage or Discourage Careers for Hypothetical Daughter — Police officer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,20,18,19,23
267,45,2S,Encourage or Discourage Careers for Hypothetical Daughter — Police officer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,19,26,19,15
268,45,2S,Encourage or Discourage Careers for Hypothetical Daughter — Police officer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,8,9,9,6
269,45,2S,Encourage or Discourage Careers for Hypothetical Daughter — Police officer,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,99,100,100,99
270,46,2T,Encourage or Discourage Careers for Hypothetical Daughter — Day care worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,19,24,17,17
271,46,2T,Encourage or Discourage Careers for Hypothetical Daughter — Day care worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,35,40,35,31
272,46,2T,Encourage or Discourage Careers for Hypothetical Daughter — Day care worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,24,18,24,29
273,46,2T,Encourage or Discourage Careers for Hypothetical Daughter — Day care worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,12,11,12,13
274,46,2T,Encourage or Discourage Careers for Hypothetical Daughter — Day care worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,10,7,11,11
275,46,2T,Encourage or Discourage Careers for Hypothetical Daughter — Day care worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,100,99,101
276,47,2U,Encourage or Discourage Careers for Hypothetical Daughter — Construction worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,17,19,16,18
277,47,2U,Encourage or Discourage Careers for Hypothetical Daughter — Construction worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,36,36,37,35
278,47,2U,Encourage or Discourage Careers for Hypothetical Daughter — Construction worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,21,20,21,23
279,47,2U,Encourage or Discourage Careers for Hypothetical Daughter — Construction worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,17,19,15,17
280,47,2U,Encourage or Discourage Careers for Hypothetical Daughter — Construction worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,8,7,11,7
281,47,2U,Encourage or Discourage Careers for Hypothetical Daughter — Construction worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,99,101,100,100
282,48,2V,Encourage or Discourage Careers for Hypothetical Daughter — Religious leader,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,17,18,12,22
283,48,2V,Encourage or Discourage Careers for Hypothetical Daughter — Religious leader,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,26,23,22,33
284,48,2V,Encourage or Discourage Careers for Hypothetical Daughter — Religious leader,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,16,20,16,12
285,48,2V,Encourage or Discourage Careers for Hypothetical Daughter — Religious leader,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,24,27,29,17
