,qnum,orig_label,question,prompt,response,total,dem,ind,rep
189,30,7E,"Experiences with Nudity — Been completely naked in a dedicated nudist setting, like a nudist beach or campsite","Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,89,91,86,90
190,30,7E,"Experiences with Nudity — Been completely naked in a dedicated nudist setting, like a nudist beach or campsite","Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,4,1
191,30,7E,"Experiences with Nudity — Been completely naked in a dedicated nudist setting, like a nudist beach or campsite","Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,0,1,1
192,30,7E,"Experiences with Nudity — Been completely naked in a dedicated nudist setting, like a nudist beach or campsite","Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,101,100,99,101
193,31,7F,Experiences with Nudity — Been completely naked in your own garden,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,4,1,6,4
194,31,7F,Experiences with Nudity — Been completely naked in your own garden,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,5,6,4,6
195,31,7F,Experiences with Nudity — Been completely naked in your own garden,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,8,12,4,7
196,31,7F,Experiences with Nudity — Been completely naked in your own garden,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,80,79,80,81
197,31,7F,Experiences with Nudity — Been completely naked in your own garden,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,3,1,5,2
198,31,7F,Experiences with Nudity — Been completely naked in your own garden,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,0,0,1,0
199,31,7F,Experiences with Nudity — Been completely naked in your own garden,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,100,99,100,100
200,32,7G,Experiences with Nudity — Been completely naked outside in the countryside,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,2,0,4,3
201,32,7G,Experiences with Nudity — Been completely naked outside in the countryside,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,5,3,5,6
202,32,7G,Experiences with Nudity — Been completely naked outside in the countryside,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,10,10,8,13
203,32,7G,Experiences with Nudity — Been completely naked outside in the countryside,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,80,84,78,77
204,32,7G,Experiences with Nudity — Been completely naked outside in the countryside,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,4,0
205,32,7G,Experiences with Nudity — Been completely naked outside in the countryside,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,1,2,0
206,32,7G,Experiences with Nudity — Been completely naked outside in the countryside,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,100,99,101,99
207,33,7H,Experiences with Nudity — Been completely naked in a sauna,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,4,2,3,6
208,33,7H,Experiences with Nudity — Been completely naked in a sauna,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,5,5,3,7
209,33,7H,Experiences with Nudity — Been completely naked in a sauna,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,9,12,7,8
210,33,7H,Experiences with Nudity — Been completely naked in a sauna,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,78,79,80,74
211,33,7H,Experiences with Nudity — Been completely naked in a sauna,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,4,1
212,33,7H,Experiences with Nudity — Been completely naked in a sauna,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,2,0,3,3
213,33,7H,Experiences with Nudity — Been completely naked in a sauna,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,100,99,100,99
214,34,7I,"Experiences with Nudity — Been swimming completely naked outside in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,2,1,2,3
215,34,7I,"Experiences with Nudity — Been swimming completely naked outside in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",this,7,8,5,8
216,34,7I,"Experiences with Nudity — Been swimming completely naked outside in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",twice,17,16,15,19
217,34,7I,"Experiences with Nudity — Been swimming completely naked outside in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,71,73,72,68
218,34,7I,"Experiences with Nudity — Been swimming completely naked outside in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,4,1
219,34,7I,"Experiences with Nudity — Been swimming completely naked outside in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,0,3,1
220,34,7I,"Experiences with Nudity — Been swimming completely naked outside in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,100,99,101,100
221,35,7J,Experiences with Nudity — Been topless at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,20,19,20,22
222,35,7J,Experiences with Nudity — Been topless at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,11,10,11,12
223,35,7J,Experiences with Nudity — Been topless at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,4,5,3,5
224,35,7J,Experiences with Nudity — Been topless at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,62,65,60,60
225,35,7J,Experiences with Nudity — Been topless at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,4,1
226,35,7J,Experiences with Nudity — Been topless at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,0,1,0
227,35,7J,Experiences with Nudity — Been topless at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,100,100,99,100
228,36,8,Nudity Association,Do you associate public nudity more with...?,Sex and sexuality,37,30,32,48
229,36,8,Nudity Association,Do you associate public nudity more with...?,Non-sexual freedom,30,39,28,23
230,36,8,Nudity Association,Do you associate public nudity more with...?,Don’t know,30,28,36,26
231,36,8,Nudity Association,Do you associate public nudity more with...?,Prefer not to say,4,2,5,3
232,36,8,Nudity Association,Do you associate public nudity more with...?,Totals,101,99,101,100
